subdistrict,city,land_size_m2,building_size_m2,price_mio,certificate,bathroom,maid_bedroom,carport,maid_bathroom,floor_level,garage,kitchen,bedroom,living_room,dining_room,property_type,furniture,voltage_watt,property_condition,house_facing,water_source,corner_property,road_width,region_type
Duren Sawit,Jakarta Timur,300.0,500.0,6000.0,SHM,4,0,2,0,2.5,2,1,6,1,0,House Type >300,Semi Furnished,7700.0,Renovated,North,Groundwater,False,5.0,city
Duren Sawit,Jakarta Timur,300.0,500.0,1490.0,SHM,2,0,1,0,2,0,1,6,1,0,House Type >300,Semi Furnished,2200.0,Renovated,South,PAM/PDAM,False,5.0,city
Cempaka Putih,Jakarta Pusat,55.0,150.0,798.0,SHM,2,0,1,0,0,0,1,3,1,0,House Type 200,Unfurnished,2200.0,Renovated,South,Groundwater,False,6.0,city
Medan Satria,Kota Bekasi,90.0,60.0,19800.0,SHM,5,3,4,1,3,3+,1,3,1,0,House Type 60,Semi Furnished,16500.0,New,West,PAM/PDAM,False,5.0,city
Kebon Jeruk,Jakarta Barat,540.0,765.0,3000.0,SHM,2,1,2,1,1.5,0,1,5,1,0,House Type >300,Furnished,4100.0,Renovated,South,Groundwater,False,5.2,city
Serpong Utara,Tangerang Selatan,136.0,105.0,2000.0,SHM,2,0,0,0,1.5,0,1,3,1,0,House Type 120,Unfurnished,3500.0,Renovated,South,Groundwater,False,5.2,city
Serpong Utara,Tangerang Selatan,102.0,90.0,8000.0,SHM,3,0,2,1,2.5,0,1,3,1,0,House Type 120,Furnished,7700.0,Renovated,North,PAM/PDAM,True,6.5,city
Kelapa Gading,Jakarta Utara,230.0,400.0,5300.0,SHM,3,1,3,1,0,0,1,5,1,0,House Type >300,Semi Furnished,4400.0,New,South,Groundwater,False,5.0,city
Kelapa Dua,Kabupaten Tangerang,126.0,120.0,2500.0,SHM,2,0,1,0,2,0,1,4,1,0,House Type 120,Semi Furnished,3120.0,Renovated,East,Groundwater,False,5.5,regency
Serpong,Tangerang Selatan,469.0,434.0,896.0,SHM,3,0,2,0,0,0,1,5,1,0,House Type >300,Semi Furnished,1580.0,Well Maintained,Northeast,Groundwater,False,5.6,city
Karang Tengah,Kota Tangerang,78.0,72.0,477.0,SHM,1,0,0,0,0,0,1,1,1,0,House Type 120,Unfurnished,1740.0,Renovated,North,Groundwater,False,5.1,city
Setu,Kabupaten Bekasi,141.0,121.0,2100.0,SHM,2,0,2,0,2,0,1,3,1,0,House Type 200,Semi Furnished,2200.0,New,Northwest,Groundwater,False,5.0,regency
Kelapa Dua,Kabupaten Tangerang,90.0,66.0,1650.0,Other,2,0,1,0,0,0,1,3,1,0,House Type 70,Unfurnished,2200.0,New,South,Groundwater,False,4.0,regency
Pinang,Kota Tangerang,220.0,231.0,618.0,SHM,2,0,1,0,0,0,1,4,1,0,House Type 300,Unfurnished,1400.0,Renovated,North,Groundwater,False,5.1,city
Tanah Sareal,Kota Bogor,136.0,220.0,1590.0,SHM,2,0,1,0,2,0,1,4,1,0,House Type 300,Semi Furnished,2200.0,Renovated,South,PAM/PDAM,False,4.5,city
Serpong,Tangerang Selatan,206.0,280.0,1600.0,SHM,2,0,1,0,0,0,1,5,1,0,House Type 300,Unfurnished,2200.0,Renovated,South,Groundwater,False,4.5,city
Karawaci,Kota Tangerang,90.0,60.0,475.0,SHM,1,0,1,0,0,0,1,3,1,0,House Type 60,Unfurnished,1300.0,Renovated,North,Groundwater,False,5.1,city
Cengkareng,Jakarta Barat,120.0,160.0,3500.0,SHM,3,1,1,1,2,0,1,3,1,0,House Type 200,Semi Furnished,3500.0,Need Renovation,Northwest,Groundwater,False,4.5,city
Tanjung Priok,Jakarta Utara,187.0,435.0,5800.0,SHM,3,1,0,1,3,2,1,4,1,0,House Type >300,Furnished,6600.0,New,North,Groundwater,False,5.0,city
Cempaka Putih,Jakarta Pusat,533.0,341.0,8500.0,SHM,2,2,2,2,1,2,2,3,1,0,House Type >300,Semi Furnished,5500.0,New,Southeast,Groundwater,True,7.0,city
Kelapa Gading,Jakarta Utara,414.0,670.0,15800.0,SHM,6,2,3,0,3.5,0,1,7,1,0,House Type >300,Semi Furnished,22000.0,New,Southeast,PAM/PDAM,True,5.0,city
Tanjung Priok,Jakarta Utara,266.0,350.0,12000.0,SHM,3,1,2,1,2,2,2,3,1,0,House Type >300,Semi Furnished,5500.0,New,Northeast,Groundwater,True,5.0,city
Medan Satria,Kota Bekasi,60.0,42.0,618.0,SHM,2,0,0,0,0,0,1,2,1,0,House Type 45,Unfurnished,1300.0,Renovated,North,Groundwater,False,4.7,city
Kalideres,Jakarta Barat,150.0,156.0,3300.0,SHM,3,1,2,1,2,0,1,3,1,0,House Type 200,Furnished,5500.0,Renovated,East,Groundwater,False,4.5,city
Kalideres,Jakarta Barat,160.0,135.0,3250.0,SHM,2,1,2,0,1,0,1,3,1,0,House Type 200,Unfurnished,4400.0,New,Northeast,Groundwater,False,4.5,city
Kelapa Gading,Jakarta Utara,135.0,195.0,2650.0,SHM,3,2,1,0,2,0,1,4,1,0,House Type 200,Unfurnished,3300.0,New,North,Groundwater,False,5.2,city
Tanjung Priok,Jakarta Utara,200.0,200.0,5500.0,SHM,3,1,2,1,0,0,1,4,1,0,House Type 200,Semi Furnished,4400.0,New,East,PAM/PDAM,False,5.0,city
Tangerang,Kota Tangerang,120.0,146.0,3500.0,Other,3,1,1,1,2,0,1,3,1,0,House Type 200,Unfurnished,2200.0,Need Renovation,South,Groundwater,False,4.0,city
Matraman,Jakarta Timur,152.0,120.0,900.0,Other,1,0,0,0,1,0,1,2,1,0,House Type 120,Unfurnished,900.0,Renovated,North,PAM/PDAM,False,4.0,city
Bekasi Utara,Kota Bekasi,147.0,160.0,750.0,Other,2,0,0,0,2,0,1,4,1,0,House Type 200,Unfurnished,900.0,Renovated,Northeast,Groundwater,False,4.7,city
Medan Satria,Kota Bekasi,162.0,250.0,1400.0,SHM,2,0,2,0,2,1,1,4,1,0,House Type 300,Unfurnished,2200.0,Renovated,Southwest,PAM/PDAM,True,5.0,city
Cakung,Jakarta Timur,135.0,230.0,3000.0,SHM,3,0,2,0,2,0,1,3,1,0,House Type 300,Furnished,3500.0,New,Northeast,PAM/PDAM,False,4.5,city
Cakung,Jakarta Timur,240.0,235.0,4600.0,SHM,3,1,2,1,2,0,1,4,1,0,House Type 300,Unfurnished,2200.0,New,East,Groundwater,False,12.5,city
Tanah Abang,Jakarta Pusat,200.0,176.0,11000.0,SHM,2,1,1,0,0,3+,1,5,1,0,House Type 200,Semi Furnished,2200.0,Renovated,East,Groundwater,False,5.5,city
Menteng,Jakarta Pusat,700.0,2000.0,95000.0,SHM,10,0,6,0,3,3+,1,9+,1,0,House Type >300,Furnished,66000.0,New,Northeast,Groundwater,False,5.0,city
Menteng,Jakarta Pusat,700.0,2000.0,95000.0,SHM,10,0,6,0,3,3+,1,9+,1,0,House Type >300,Furnished,66000.0,New,Northeast,Groundwater,False,5.0,city
Cakung,Jakarta Timur,120.0,75.0,2350.0,SHM,3,1,1,1,2,0,1,3,1,0,House Type 120,Unfurnished,2840.0,Renovated,Northeast,Groundwater,False,5.0,city
Cakung,Jakarta Timur,102.0,75.0,1650.0,SHM,2,1,2,1,2,0,1,3,1,0,House Type 120,Semi Furnished,2200.0,Well Maintained,Northeast,PAM/PDAM,False,4.0,city
Cakung,Jakarta Timur,210.0,121.0,3170.0,SHM,3,1,2,1,2,0,1,4,1,0,House Type 200,Unfurnished,3780.0,New,South,Groundwater,False,5.0,city
Karawaci,Kota Tangerang,108.0,160.0,950.0,SHM,2,0,1,0,2,0,1,5,1,0,House Type 200,Unfurnished,3500.0,Well Maintained,Northwest,Groundwater,False,4.0,city
Kelapa Gading,Jakarta Utara,120.0,176.0,3600.0,SHM,3,1,2,1,2.5,0,1,4,1,0,House Type 200,Furnished,5500.0,Well Maintained,South,Groundwater,False,4.0,city
Cinere,Depok,479.0,500.0,12000.0,SHM,6,1,3,1,0,1,2,5,1,0,House Type >300,Semi Furnished,4400.0,Renovated,Northeast,Groundwater,False,5.0,city
Cakung,Jakarta Timur,120.0,120.0,1750.0,SHM,2,0,2,0,2,0,1,2,1,0,House Type 120,Unfurnished,2200.0,Renovated,Northeast,PAM/PDAM,False,4.5,city
Cakung,Jakarta Timur,90.0,62.0,1550.0,Other,2,0,1,0,2,0,1,2,1,0,House Type 70,Unfurnished,2200.0,New,North,PAM/PDAM,False,4.5,city
Grogol Petamburan,Jakarta Barat,249.0,415.0,8600.0,SHM,3,1,2,1,3,0,1,4,1,0,House Type >300,Furnished,16500.0,Renovated,Northwest,PAM/PDAM,True,6.5,city
Kelapa Dua,Kabupaten Tangerang,60.0,28.0,168.0,SHM,1,0,1,0,0,0,1,2,1,0,House Type 36,Unfurnished,1300.0,Renovated,North,Groundwater,False,4.7,regency
Serpong,Tangerang Selatan,60.0,28.0,168.0,SHM,1,0,1,0,0,0,1,2,1,0,House Type 36,Unfurnished,1300.0,Renovated,North,Groundwater,False,4.7,city
Cakung,Jakarta Timur,249.0,156.0,3000.0,SHM,3,1,2,1,2,0,1,3,1,0,House Type 200,Semi Furnished,3500.0,New,Northeast,Groundwater,True,4.5,city
Cakung,Jakarta Timur,90.0,75.0,1600.0,Other,2,1,2,1,2,0,1,3,1,0,House Type 120,Unfurnished,2200.0,New,North,PAM/PDAM,False,4.0,city
Cakung,Jakarta Timur,198.0,219.0,2990.0,Other,3,1,0,1,2,0,1,4,1,0,House Type 300,Unfurnished,3600.0,Renovated,North,Groundwater,True,4.5,city
Cakung,Jakarta Timur,105.0,85.0,1900.0,Other,2,1,1,1,2,0,1,3,1,0,House Type 120,Unfurnished,2200.0,Well Maintained,East,PAM/PDAM,False,5.0,city
Cakung,Jakarta Timur,136.0,92.0,2850.0,Other,3,1,1,1,2,0,1,3,1,0,House Type 120,Furnished,3640.0,New,East,Groundwater,False,5.0,city
Cakung,Jakarta Timur,228.0,250.0,3200.0,Other,3,1,1,1,2,0,1,4,1,0,House Type 300,Unfurnished,3160.0,Renovated,North,Groundwater,True,4.5,city
Cisarua,Kabupaten Bogor,4200.0,500.0,6000.0,SHM,4,0,0,0,0,0,1,5,1,0,House Type >300,Semi Furnished,4400.0,New,North,Groundwater,False,6.0,regency
Cinere,Depok,690.0,900.0,7600.0,SHM,6,1,0,1,0,0,1,8,1,0,House Type >300,Unfurnished,6600.0,Renovated,South,Groundwater,True,6.5,city
Pondok Aren,Tangerang Selatan,96.0,84.0,1800.0,SHM,2,0,1,0,2,0,1,3,1,0,House Type 120,Unfurnished,2200.0,Renovated,Northeast,Groundwater,False,5.0,city
Cikarang,Kabupaten Bekasi,60.0,40.0,300.0,SHM,1,0,0,0,0,0,1,2,1,0,House Type 45,Unfurnished,1300.0,Renovated,North,Groundwater,False,4.7,regency
Batuceper,Kota Tangerang,84.0,168.0,1500.0,SHM,3,0,0,0,2,0,1,4,1,0,House Type 200,Unfurnished,3500.0,New,North,PAM/PDAM,False,4.0,city
Bogor Tengah,Kota Bogor,900.0,540.0,11500.0,SHM,4,2,0,1,2,3+,1,6,1,0,House Type >300,Semi Furnished,10000.0,Renovated,North,PAM/PDAM,False,5.0,city
Balaraja,Kabupaten Tangerang,140.0,96.0,1195.0,SHM,2,0,1,0,0,0,1,2,1,0,House Type 120,Unfurnished,2200.0,Well Maintained,South,PAM/PDAM,False,5.4,regency
Curug,Kabupaten Tangerang,112.0,68.0,1480.0,Other,3,0,1,0,2,0,1,3,1,0,House Type 70,Unfurnished,2200.0,New,South,Groundwater,True,5.0,regency
Ciputat,Tangerang Selatan,179.0,157.0,1380.0,Other,2,0,2,0,2,0,1,2,2,0,House Type 200,Unfurnished,2200.0,Renovated,South,PAM/PDAM,False,4.5,city
Bogor Tengah,Kota Bogor,900.0,540.0,11500.0,SHM,4,2,0,0,2,3+,2,6,2,0,House Type >300,Unfurnished,10000.0,Renovated,North,PAM/PDAM,False,5.0,city
Karawaci,Kota Tangerang,160.0,200.0,1100.0,SHM,2,0,0,0,1,0,1,4,1,0,House Type 200,Unfurnished,1300.0,Renovated,Northwest,PAM/PDAM,False,4.5,city
Tanah Sareal,Kota Bogor,320.0,600.0,7500.0,SHM,5,2,4,0,2,1,1,5,1,0,House Type >300,Furnished,3500.0,Renovated,Northwest,Groundwater,False,6.5,city
Cipayung,Jakarta Timur,66.0,100.0,1450.0,SHM,3,0,1,0,2,0,1,3,1,0,House Type 120,Unfurnished,2200.0,Well Maintained,Northwest,Groundwater,False,4.5,city
Cipayung,Jakarta Timur,66.0,100.0,1450.0,SHM,3,0,1,0,2,0,1,3,1,0,House Type 120,Unfurnished,2200.0,Renovated,Northwest,Groundwater,False,4.5,city
Serpong,Tangerang Selatan,72.0,57.0,985.0,SHM,1,0,1,0,0,0,1,2,1,0,House Type 60,Unfurnished,2200.0,Well Maintained,Northwest,Groundwater,False,6.0,city
Cipayung,Jakarta Timur,66.0,100.0,1450.0,SHM,3,0,1,0,2,0,1,3,1,0,House Type 120,Unfurnished,2200.0,Renovated,Northwest,Groundwater,False,4.5,city
Tangerang,Kota Tangerang,129.0,200.0,3000.0,SHM,3,0,1,0,2,0,1,4,1,0,House Type 200,Furnished,5500.0,New,Northeast,Groundwater,True,5.2,city
Bogor Barat,Kota Bogor,136.0,220.0,1390.0,SHM,2,0,1,0,2,0,1,4,1,0,House Type 300,Semi Furnished,2200.0,Renovated,South,PAM/PDAM,False,4.5,city
Sukmajaya,Depok,105.0,82.0,1650.0,SHM,2,1,1,1,2,0,1,2,1,0,House Type 120,Unfurnished,2200.0,Need Renovation,Northeast,Groundwater,False,4.0,city
Cilandak,Jakarta Selatan,120.0,250.0,4000.0,SHM,4,1,2,1,3,0,1,4,1,1,House Type 300,Unfurnished,4400.0,Renovated,Northwest,Groundwater,False,6.4,city
Pasar Rebo,Jakarta Timur,50.0,77.0,1000.0,SHM,3,0,1,0,2,0,1,3,1,0,House Type 120,Unfurnished,2200.0,Renovated,Northwest,Groundwater,False,5.0,city
Cilandak,Jakarta Selatan,187.0,250.0,5000.0,SHM,4,1,2,1,2,0,1,3,1,0,House Type 300,Unfurnished,2200.0,New,East,Groundwater,False,12.5,city
Kebayoran Lama,Jakarta Selatan,120.0,250.0,6600.0,SHM,4,1,1,1,3,2,1,4,1,0,House Type 300,Unfurnished,5460.0,New,East,Groundwater,False,5.0,city
Pesanggrahan,Jakarta Selatan,229.0,440.0,6500.0,SHM,3,1,2,1,3,3+,1,4,1,0,House Type >300,Semi Furnished,4400.0,New,East,Groundwater,False,5.0,city
Pasar Minggu,Jakarta Selatan,123.0,200.0,2985.0,SHM,4,0,1,0,2.5,0,1,5,1,0,House Type 200,Semi Furnished,3500.0,New,Northeast,Groundwater,False,5.0,city
Mampang Prapatan,Jakarta Selatan,54.0,231.0,4300.0,SHM,3,1,2,1,3,0,1,3,1,0,House Type 300,Furnished,4260.0,New,North,Groundwater,False,5.0,city
Duren Sawit,Jakarta Timur,135.0,175.0,3700.0,SHM,4,0,2,0,2,0,1,4,1,0,House Type 200,Unfurnished,2200.0,New,Northeast,Groundwater,False,4.0,city
Duren Sawit,Jakarta Timur,220.0,160.0,3900.0,SHM,2,1,1,1,2,2,1,3,1,0,House Type 200,Furnished,4400.0,Well Maintained,Northeast,Groundwater,False,5.0,city
Kebayoran Lama,Jakarta Selatan,140.0,300.0,9900.0,SHM,3,1,2,1,3,2,1,3,1,0,House Type 300,Unfurnished,10000.0,New,North,Groundwater,False,5.0,city
Kebayoran Lama,Jakarta Selatan,160.0,400.0,8800.0,SHM,4,3,2,1,2,0,2,3,1,0,House Type >300,Furnished,5500.0,New,Southeast,Groundwater,False,5.0,city
Pesanggrahan,Jakarta Selatan,761.0,250.0,3000.0,SHM,4,1,1,1,2,1,1,4,1,0,House Type 300,Unfurnished,2860.0,New,North,Groundwater,False,5.2,city
Cilandak,Jakarta Selatan,165.0,310.0,7500.0,SHM,5,2,2,1,3,3+,1,5,1,0,House Type >300,Semi Furnished,6560.0,Renovated,Northeast,Groundwater,False,6.0,city
Serpong Utara,Tangerang Selatan,144.0,300.0,3880.0,SHM,3,1,1,1,2.5,0,1,4,1,0,House Type 300,Semi Furnished,3500.0,Renovated,North,Groundwater,False,5.0,city
Bogor Barat,Kota Bogor,136.0,220.0,1390.0,SHM,2,0,1,0,2,0,1,4,1,0,House Type 300,Semi Furnished,3300.0,New,South,PAM/PDAM,False,4.0,city
Tanah Abang,Jakarta Pusat,187.0,120.0,7000.0,SHM,1,0,1,0,1,0,1,3,1,0,House Type 120,Unfurnished,6560.0,Need Renovation,Northeast,Groundwater,False,5.0,city
Duren Sawit,Jakarta Timur,85.0,122.0,1900.0,SHM,3,1,2,1,2,0,1,3,1,0,House Type 200,Unfurnished,2200.0,New,South,PAM/PDAM,False,5.0,city
Pasar Kemis,Kabupaten Tangerang,60.0,63.0,750.0,SHM,2,0,0,0,0,0,1,3,1,0,House Type 70,Semi Furnished,2200.0,Renovated,South,Groundwater,False,6.0,regency
Tanjung Priok,Jakarta Utara,184.0,88.0,3800.0,SHM,3,0,2,0,0,0,1,3,1,0,House Type 120,Semi Furnished,5500.0,New,East,PAM/PDAM,True,5.0,city
Kemayoran,Jakarta Pusat,105.0,226.0,2800.0,SHM,4,0,0,0,2,1,1,4,1,0,House Type 300,Furnished,2200.0,New,Northwest,PAM/PDAM,False,2.5,city
Pesanggrahan,Jakarta Selatan,395.0,300.0,10000.0,SHM,4,2,3,1,2,1,1,3,2,1,House Type 300,Semi Furnished,3500.0,Renovated,East,Groundwater,False,6.5,city
Cikarang,Kabupaten Bekasi,72.0,45.0,997.0,SHM,2,0,1,0,0,0,1,2,1,0,House Type 45,Semi Furnished,2200.0,Well Maintained,Northwest,Groundwater,False,5.6,regency
Tanah Sareal,Kota Bogor,136.0,220.0,725.0,SHM,1,0,1,0,1,0,1,3,1,0,House Type 300,Unfurnished,1300.0,Well Maintained,Northeast,Groundwater,False,4.7,city
Tanah Sareal,Kota Bogor,136.0,220.0,1390.0,SHM,2,0,1,0,0,0,1,4,1,0,House Type 300,Semi Furnished,2200.0,Renovated,South,PAM/PDAM,False,4.5,city
Cibitung,Kabupaten Bekasi,60.0,28.0,1390.0,SHM,2,0,1,0,2,0,1,2,1,0,House Type 36,Semi Furnished,2200.0,Renovated,South,PAM/PDAM,False,4.5,regency
Ciputat,Tangerang Selatan,137.0,110.0,185.0,HGB,1,0,1,0,0,0,1,2,1,0,House Type 120,Unfurnished,1300.0,Renovated,North,Groundwater,False,4.7,city
Penjaringan,Jakarta Utara,200.0,650.0,1450.0,SHM,2,0,0,0,0,2,1,6,1,0,House Type >300,Semi Furnished,1300.0,Renovated,North,Groundwater,False,3.5,city
Tanjung Priok,Jakarta Utara,120.0,180.0,12000.0,SHM,7,1,0,1,5,2,1,4,1,0,House Type 200,Furnished,6600.0,Renovated,South,Groundwater,False,5.5,city
Medan Satria,Kota Bekasi,60.0,99.0,3500.0,SHM,2,1,2,2,0,0,1,2,1,0,House Type 120,Unfurnished,3500.0,Need Renovation,Northeast,Groundwater,False,4.5,city
Ciputat,Tangerang Selatan,127.0,250.0,535.0,SHM,1,0,1,0,0,0,1,3,1,0,House Type 300,Unfurnished,1920.0,Renovated,North,Groundwater,False,5.1,city
Senen,Jakarta Pusat,235.0,252.0,2400.0,SHM,2,1,1,1,2,0,1,5,1,0,House Type 300,Semi Furnished,3500.0,Renovated,North,Groundwater,False,5.5,city
Limo,Depok,173.0,180.0,6400.0,SHM,4,1,4,0,4,1,1,3,1,0,House Type 200,Semi Furnished,7600.0,Need Renovation,Northwest,Groundwater,True,5.0,city
Tanah Sareal,Kota Bogor,136.0,220.0,2150.0,SHM,2,0,1,0,2,0,1,4,1,0,House Type 300,Unfurnished,2200.0,Renovated,Northeast,Groundwater,False,5.0,city
Sawangan,Depok,320.0,470.0,1590.0,SHM,2,0,2,0,2,0,1,5,1,0,House Type >300,Semi Furnished,2200.0,Renovated,South,PAM/PDAM,False,5.0,city
Ciracas,Jakarta Timur,72.0,60.0,899.0,SHM,2,0,1,0,0,0,1,2,1,0,House Type 60,Unfurnished,2200.0,Renovated,Northwest,Groundwater,False,6.0,city
Ciracas,Jakarta Timur,90.0,80.0,275.0,SHM,1,0,1,0,0,0,1,3,1,0,House Type 120,Unfurnished,1300.0,Renovated,North,Groundwater,False,4.7,city
Tanjung Priok,Jakarta Utara,98.0,200.0,600.0,SHM,2,0,1,0,0,0,1,4,1,0,House Type 200,Semi Furnished,2200.0,Renovated,South,Groundwater,False,6.0,city
Tanjung Priok,Jakarta Utara,96.0,84.0,4200.0,SHM,3,1,2,1,3,0,1,2,1,0,House Type 120,Unfurnished,4040.0,New,West,Groundwater,False,5.5,city
Cimanggis,Depok,150.0,220.0,1750.0,SHM,1,0,1,0,0,0,1,4,1,0,House Type 300,Unfurnished,2200.0,Renovated,North,Groundwater,False,5.0,city
Bekasi Barat,Kota Bekasi,105.0,102.0,1800.0,SHM,3,0,1,0,0,0,1,3,1,0,House Type 120,Unfurnished,3080.0,Renovated,North,Groundwater,False,5.2,city
Penjaringan,Jakarta Utara,60.0,79.0,2060.0,HGB,3,0,1,0,0,0,1,2,1,0,House Type 120,Unfurnished,2200.0,Renovated,Northwest,PAM/PDAM,False,5.2,city
Ciputat Timur,Tangerang Selatan,164.0,200.0,2000.0,Other,2,0,1,0,2,0,1,3,1,0,House Type 200,Semi Furnished,3500.0,Renovated,South,Groundwater,False,4.7,city
Ciputat,Tangerang Selatan,75.0,100.0,2800.0,SHM,3,1,2,1,3,0,1,3,1,0,House Type 120,Unfurnished,4400.0,Renovated,East,Groundwater,False,5.0,city
Pondok Aren,Tangerang Selatan,90.0,115.0,1550.0,SHM,2,0,1,0,2,0,1,3,1,0,House Type 120,Furnished,2200.0,New,Northwest,Groundwater,False,5.0,city
Mampang Prapatan,Jakarta Selatan,425.0,500.0,2650.0,SHM,4,1,2,0,2,0,1,4,1,0,House Type >300,Unfurnished,4400.0,New,East,PAM/PDAM,False,5.2,city
Cilandak,Jakarta Selatan,297.0,400.0,17500.0,SHM,4,2,3,1,2,0,1,4,1,0,House Type >300,Unfurnished,23000.0,Well Maintained,Northeast,Groundwater,False,5.0,city
Jatinegara,Jakarta Timur,206.0,350.0,9900.0,SHM,4,1,2,1,2,2,1,4,1,0,House Type >300,Unfurnished,7700.0,New,East,Groundwater,False,7.1,city
Pondok Aren,Tangerang Selatan,120.0,120.0,5200.0,SHM,5,1,1,1,2.5,1,2,3,1,0,House Type 120,Unfurnished,3300.0,New,North,Groundwater,False,5.0,city
Kebayoran Lama,Jakarta Selatan,671.0,400.0,3900.0,SHM,3,1,2,1,2,0,1,5,1,0,House Type >300,Semi Furnished,4400.0,Renovated,South,Groundwater,True,5.0,city
Batuceper,Kota Tangerang,397.0,400.0,46000.0,SHM,5,2,4,4,2,3+,1,6,1,0,House Type >300,Unfurnished,6600.0,Renovated,North,Groundwater,False,5.5,city
Pamulang,Tangerang Selatan,68.0,200.0,3300.0,SHM,3,2,1,1,3,0,1,1,1,0,House Type 200,Semi Furnished,3500.0,New,North,Groundwater,False,4.5,city
Kramat Jati,Jakarta Timur,1061.0,220.0,2200.0,SHM,3,0,1,0,3,0,1,4,1,0,House Type 300,Unfurnished,3740.0,Renovated,Northeast,Groundwater,False,5.0,city
Bogor Selatan,Kota Bogor,151.0,38.0,12000.0,SHM,4,0,6,0,0,1,1,2,1,0,House Type 45,Unfurnished,6680.0,Renovated,South,Groundwater,False,5.3,city
Kelapa Gading,Jakarta Utara,102.0,234.0,547.0,SHM,1,0,1,0,0,0,1,4,1,0,House Type 300,Unfurnished,1920.0,Renovated,North,Groundwater,False,5.1,city
Babakan Madang,Kabupaten Bogor,130.0,90.0,3400.0,SHM,3,0,1,0,0,0,1,3,1,0,House Type 120,Semi Furnished,3500.0,New,North,PAM/PDAM,False,7.5,regency
Tanjung Priok,Jakarta Utara,89.0,194.0,963.0,SHM,1,0,1,0,0,0,1,4,1,0,House Type 200,Unfurnished,2020.0,Renovated,Northwest,Groundwater,False,6.0,city
Kelapa Gading,Jakarta Utara,240.0,720.0,4400.0,SHM,4,1,1,1,3,0,1,3,1,0,House Type >300,Unfurnished,3500.0,New,West,PAM/PDAM,False,13.5,city
Serpong,Tangerang Selatan,50.0,68.0,9200.0,SHM,3,1,3,1,2,2,2,3,1,0,House Type 70,Semi Furnished,4400.0,New,East,Groundwater,False,7.5,city
Gambir,Jakarta Pusat,197.0,170.0,1490.0,Other,2,0,1,0,0,0,1,4,1,0,House Type 200,Furnished,3500.0,New,North,Groundwater,False,4.0,city
Tanjung Priok,Jakarta Utara,189.0,80.0,4500.0,HGB,3,1,2,1,2,0,1,6,1,0,House Type 120,Unfurnished,3500.0,New,South,Groundwater,False,12.5,city
Kelapa Gading,Jakarta Utara,187.0,300.0,5000.0,SHM,3,2,2,1,2,0,1,4,1,0,House Type 300,Semi Furnished,3500.0,Need Renovation,South,Groundwater,False,5.0,city
Grogol Petamburan,Jakarta Barat,249.0,415.0,800.0,Other,1,1,0,1,0,0,1,4,1,0,House Type >300,Semi Furnished,1580.0,Well Maintained,Northeast,Groundwater,False,5.8,city
Kelapa Dua,Kabupaten Tangerang,90.0,90.0,6200.0,SHM,3,0,2,0,0,0,1,2,1,0,House Type 120,Semi Furnished,16500.0,Renovated,North,Groundwater,False,5.0,regency
Tanjung Priok,Jakarta Utara,90.0,165.0,1600.0,Other,2,0,1,0,0,0,1,3,1,0,House Type 200,Unfurnished,2200.0,New,Southwest,Groundwater,False,4.0,city
Cilincing,Jakarta Utara,45.0,80.0,4000.0,SHM,2,1,2,1,3,1,1,2,1,0,House Type 120,Furnished,5500.0,Renovated,North,Groundwater,False,7.5,city
Kelapa Dua,Kabupaten Tangerang,96.0,120.0,4600.0,SHM,3,1,2,1,2,2,1,3,1,0,House Type 120,Unfurnished,4400.0,Renovated,Northwest,Groundwater,False,12.5,regency
Cimanggis,Depok,1040.0,600.0,2200.0,SHM,1,1,1,1,0,0,1,5,1,0,House Type >300,Unfurnished,2200.0,Well Maintained,South,Groundwater,False,5.2,city
Cempaka Putih,Jakarta Pusat,337.0,300.0,6000.0,HGB,4,0,2,0,0,0,1,4,1,0,House Type 300,Unfurnished,2200.0,New,North,Groundwater,False,5.5,city
Tanjung Priok,Jakarta Utara,140.0,300.0,4900.0,SHM,3,1,2,1,3,1,1,3,1,0,House Type 300,Semi Furnished,4400.0,Need Renovation,South,PAM/PDAM,False,4.5,city
Cakung,Jakarta Timur,98.0,115.0,3700.0,Other,3,1,2,0,2,0,1,3,1,0,House Type 120,Semi Furnished,3500.0,Renovated,South,Groundwater,False,4.5,city
Pondok Aren,Tangerang Selatan,144.0,220.0,3100.0,SHM,3,0,1,0,2,0,1,4,1,0,House Type 300,Semi Furnished,2200.0,New,Northeast,PAM/PDAM,True,4.5,city
Tanjung Priok,Jakarta Utara,90.0,160.0,2500.0,SHM,3,0,1,0,2.5,0,1,2,1,0,House Type 200,Unfurnished,2200.0,New,South,PAM/PDAM,False,5.0,city
Kelapa Gading,Jakarta Utara,316.0,500.0,14500.0,SHM,4,2,3,1,2,0,1,5,1,0,House Type >300,Furnished,11000.0,Renovated,North,Groundwater,False,8.0,city
Kelapa Gading,Jakarta Utara,90.0,120.0,2300.0,SHM,2,0,1,0,1,0,1,3,1,0,House Type 120,Unfurnished,2200.0,Renovated,East,PAM/PDAM,False,5.0,city
Kelapa Gading,Jakarta Utara,75.0,90.0,1870.0,SHM,2,0,1,0,2,0,1,3,1,0,House Type 120,Unfurnished,3300.0,Renovated,East,Groundwater,False,5.0,city
Cilincing,Jakarta Utara,75.0,80.0,1300.0,SHM,2,0,0,0,2,0,1,2,1,0,House Type 120,Unfurnished,2200.0,New,South,Groundwater,False,4.5,city
